generation,individual_id,LOGLB,NUMG,LOGG,LOGB,TAGW,GHIST,LOGP1,GHIST1,mispredictions,p2 latency,energy per instruction
60,3673,4,4,10,10,8,145,10,11,15090,1.43,636.0
60,3674,4,5,11,12,10,145,11,4,12038,1.71,1127.0
60,3675,5,5,10,10,14,145,10,8,12273,1.63,846.0
60,3676,4,6,10,12,13,145,11,5,11958,1.64,1387.0
60,3677,4,5,11,12,8,173,10,11,12518,1.69,1115.0
60,3678,5,8,9,8,14,63,10,4,13470,1.55,844.0
60,3679,5,6,10,12,10,145,10,4,12562,1.57,881.0
60,3680,4,4,10,10,10,63,15,4,13585,1.43,1038.0
60,3681,4,6,8,9,13,145,19,6,12948,1.34,1191.0
60,3682,4,8,8,13,14,179,10,11,12988,1.42,975.0
60,3683,4,8,11,12,11,145,10,4,12026,1.83,1740.0
60,3684,4,7,8,12,11,78,15,5,13333,1.42,1376.0
60,3685,4,8,11,12,14,194,10,11,11654,1.86,1925.0
60,3686,4,5,9,10,14,145,10,11,12613,1.48,813.0
60,3687,4,4,11,8,8,179,10,4,14175,1.57,689.0
60,3688,4,8,8,10,14,63,10,4,13599,1.43,873.0
60,3689,5,6,8,13,14,123,10,4,12848,1.45,646.0
60,3690,6,5,8,13,14,145,10,5,14212,1.45,589.0
60,3691,4,6,8,10,10,112,11,4,20855,1.33,625.0
60,3692,5,4,11,14,8,145,11,4,29098,1.6,743.0
60,3693,5,5,9,12,10,145,10,4,12833,1.43,540.0
60,3694,4,5,10,9,13,145,11,5,12292,1.51,887.0
60,3695,5,6,9,10,13,145,13,11,12349,1.52,739.0
60,3696,4,6,10,12,14,145,10,7,11932,1.59,1241.0
60,3697,4,8,11,9,13,145,10,4,14748,1.83,1788.0
60,3698,4,6,10,10,14,179,15,5,11999,1.58,1607.0
60,3699,5,4,8,10,8,194,10,11,30506,1.31,353.0
60,3700,4,8,11,8,12,63,10,4,12943,1.81,1699.0
60,3701,5,5,9,8,13,145,10,11,12867,1.49,524.0
60,3702,5,5,9,10,10,145,10,4,12869,1.48,557.0
60,3703,4,6,11,11,10,145,10,8,11930,1.75,1367.0
60,3704,4,6,8,8,13,63,10,11,13864,1.4,713.0
60,3705,4,4,9,14,8,145,10,10,16619,1.3,622.0
60,3706,4,5,11,10,10,100,15,12,12648,1.75,1321.0
60,3707,5,4,10,10,8,66,10,4,30125,1.43,551.0
60,3708,5,4,9,9,12,66,13,4,17073,1.43,510.0
60,3709,4,4,8,8,10,145,10,5,22386,1.29,429.0
60,3710,5,4,10,10,10,150,19,11,14418,1.5,1176.0
60,3711,5,6,8,10,14,102,12,4,13192,1.38,561.0
60,3712,5,5,9,13,13,145,11,5,12680,1.48,633.0
60,3713,4,6,11,13,14,181,10,4,11948,1.84,1649.0
60,3714,5,6,9,14,11,63,11,4,13476,1.49,711.0
60,3715,5,8,8,10,14,66,10,4,13479,1.48,739.0
60,3716,4,4,11,10,12,179,12,11,13663,1.61,848.0
60,3717,4,5,10,12,10,145,15,5,12467,1.49,1266.0
60,3718,5,5,10,10,11,145,10,4,12846,1.58,775.0
60,3719,5,8,9,12,14,179,10,11,12394,1.6,1013.0
60,3720,4,4,11,8,11,63,10,4,13181,1.6,752.0
60,3721,4,6,11,13,10,145,10,8,11883,1.67,1336.0
60,3722,4,6,10,10,14,145,12,11,11988,1.55,1132.0
61,3723,4,6,11,8,14,179,10,11,12094,1.78,1337.0
61,3724,4,8,9,12,14,145,10,4,12241,1.57,1293.0
61,3725,4,6,10,13,14,145,10,11,11884,1.59,1294.0
61,3726,5,5,10,8,8,145,10,10,27377,1.53,600.0
61,3727,4,4,8,12,14,63,10,4,14853,1.27,493.0
61,3728,5,4,8,12,14,63,10,4,14494,1.31,414.0
61,3729,5,5,10,8,8,145,10,4,27591,1.53,598.0
61,3730,4,6,9,8,14,145,12,5,12801,1.51,1019.0
61,3731,5,6,8,10,12,102,13,4,13150,1.42,704.0
61,3732,5,4,9,10,8,63,13,4,30134,1.4,537.0
61,3733,4,5,8,8,12,145,10,11,13455,1.33,507.0
61,3734,4,5,9,8,11,145,10,5,18839,1.45,690.0
61,3735,4,5,9,14,13,145,10,11,12364,1.49,868.0
61,3736,5,8,8,10,14,179,10,4,13038,1.49,753.0
61,3737,4,8,11,10,12,179,15,11,11598,1.77,2027.0
61,3738,4,6,8,8,8,160,10,5,14734,1.32,561.0
61,3739,4,4,10,9,13,145,15,4,14111,1.48,1109.0
61,3740,4,5,11,10,14,145,11,8,11893,1.73,1119.0
61,3741,4,4,8,13,14,145,19,4,16009,1.35,1079.0
61,3742,7,7,10,12,11,187,10,8,13168,1.7,1193.0
61,3743,4,6,8,14,10,145,11,4,21464,1.37,763.0
61,3744,5,5,11,10,10,145,10,4,12465,1.7,733.0
61,3745,4,4,11,12,14,63,10,4,13111,1.64,890.0
61,3746,5,8,8,9,13,179,10,11,13313,1.48,745.0
61,3747,5,4,10,8,14,63,10,4,13526,1.5,549.0
61,3748,4,4,10,13,13,145,10,4,14329,1.45,804.0
61,3749,4,6,8,12,14,66,10,11,13963,1.37,689.0
61,3750,4,4,10,10,13,145,11,4,14183,1.49,786.0
61,3751,5,6,8,10,8,112,11,10,30167,1.38,541.0
61,3752,4,5,8,8,8,63,10,5,14763,1.32,437.0
61,3753,4,5,11,10,10,63,11,8,12890,1.65,961.0
61,3754,5,6,8,10,10,103,10,7,13618,1.35,473.0
61,3755,4,8,11,13,14,179,10,5,11610,1.86,1954.0
61,3756,5,4,8,10,10,176,10,4,15222,1.32,363.0
61,3757,5,4,9,8,10,145,10,10,14779,1.42,401.0
61,3758,4,5,8,12,8,63,10,4,14654,1.31,491.0
61,3759,4,6,8,12,12,132,12,11,12859,1.39,826.0
61,3760,5,8,11,10,10,179,10,11,12321,1.83,1226.0
61,3761,4,6,11,8,10,145,15,8,11953,1.69,1498.0
61,3762,4,6,11,8,10,145,11,11,12066,1.69,1144.0
61,3763,4,5,10,10,10,145,15,4,12378,1.49,1231.0
61,3764,4,5,10,10,13,145,15,4,12128,1.55,1358.0
61,3765,4,4,10,9,14,145,10,5,13976,1.46,722.0
61,3766,4,6,9,11,13,145,10,5,12576,1.45,813.0
61,3767,5,6,10,9,10,145,15,4,12745,1.56,1182.0
61,3768,5,6,11,13,10,145,11,4,12339,1.81,1104.0
61,3769,4,6,9,14,13,179,10,11,12610,1.51,992.0
61,3770,4,5,11,8,9,145,12,4,12077,1.65,939.0
61,3771,5,4,10,10,12,179,11,11,13742,1.51,604.0
61,3772,4,8,11,8,14,179,18,11,11684,2.04,3165.0
62,3773,4,4,8,9,13,145,10,5,15581,1.3,455.0
62,3774,5,6,8,12,10,66,10,4,14329,1.39,524.0
62,3775,4,6,8,10,13,66,10,4,13854,1.4,732.0
62,3776,5,4,10,12,14,145,10,4,14086,1.5,648.0
62,3777,5,5,8,8,9,130,11,4,15096,1.35,446.0
62,3778,4,6,9,10,13,145,11,11,12318,1.48,845.0
62,3779,5,8,11,10,12,145,15,11,12011,1.8,1643.0
62,3780,5,6,11,10,14,102,10,4,14653,1.8,1014.0
62,3781,4,5,8,10,14,145,12,11,13679,1.37,608.0
62,3782,4,4,8,10,12,179,15,11,15579,1.29,653.0
62,3783,5,8,11,8,8,63,11,4,27685,1.82,1168.0
62,3784,6,4,8,10,8,112,11,4,29816,1.39,455.0
62,3785,5,4,9,8,8,145,10,4,30283,1.37,407.0
62,3786,4,6,8,11,13,63,10,5,14097,1.34,625.0
62,3787,4,5,10,12,13,145,10,10,11992,1.55,1012.0
62,3788,4,4,8,10,13,187,11,4,14223,1.34,524.0
62,3789,5,5,10,10,14,145,10,4,12351,1.63,845.0
62,3790,5,6,10,8,14,145,15,5,12287,1.64,1304.0
62,3791,4,6,9,9,13,145,10,4,12604,1.5,863.0
62,3792,4,5,11,12,10,145,10,5,12059,1.75,1233.0
62,3793,8,6,11,9,14,145,10,4,12878,1.95,1616.0
62,3794,4,5,9,12,10,145,10,10,12580,1.43,661.0
62,3795,4,5,11,9,14,145,10,4,12100,1.74,1085.0
62,3796,4,4,8,10,13,63,10,11,14670,1.32,488.0
62,3797,4,6,11,12,13,187,11,4,15447,1.77,1376.0
62,3798,4,5,11,12,14,145,10,10,11982,1.8,1386.0
62,3799,4,8,11,10,14,145,15,5,11916,1.94,2444.0
62,3800,4,6,10,9,13,179,10,4,12119,1.54,1050.0
62,3801,4,4,8,8,8,63,19,6,15417,1.31,878.0
62,3802,4,6,8,9,13,145,10,10,12938,1.35,616.0
62,3803,4,6,10,10,10,145,10,5,12266,1.53,962.0
62,3804,4,6,10,13,11,112,10,4,12314,1.51,1078.0
62,3805,4,6,8,12,13,145,13,5,12976,1.41,793.0
62,3806,4,5,8,10,13,145,10,6,13425,1.38,615.0
62,3807,4,6,11,9,10,145,19,8,11844,1.75,1783.0
62,3808,4,6,10,12,10,145,11,4,12326,1.51,1175.0
62,3809,5,5,11,13,14,145,10,4,15079,1.79,1005.0
62,3810,4,6,10,10,10,145,11,8,12191,1.49,1005.0
62,3811,4,5,11,10,13,145,11,10,14911,1.73,1088.0
62,3812,4,4,8,12,13,66,11,4,14702,1.29,524.0
62,3813,5,6,8,8,8,63,11,4,30143,1.38,514.0
62,3814,4,6,10,10,12,200,12,11,17323,1.54,1072.0
62,3815,4,5,9,10,9,145,13,4,13110,1.44,697.0
62,3816,5,6,9,11,11,145,10,4,12780,1.47,606.0
62,3817,5,5,9,12,10,112,10,10,13113,1.42,537.0
62,3818,4,4,8,10,10,176,10,4,22949,1.29,442.0
63,3819,4,6,10,9,12,179,15,11,17131,1.55,1517.0
63,3820,4,8,11,10,10,145,15,5,11998,1.75,1921.0
63,3821,4,6,10,10,14,145,11,6,12017,1.59,1231.0
63,3822,5,4,10,8,8,145,15,4,30202,1.48,978.0
63,3823,4,6,8,10,10,63,10,4,19207,1.33,608.0
63,3824,4,8,11,11,14,179,10,5,11752,1.9,2139.0
63,3825,4,6,9,12,13,145,10,11,12306,1.45,849.0
63,3826,5,4,8,12,14,102,10,4,14762,1.31,419.0
63,3827,4,6,8,10,13,66,12,4,14036,1.37,697.0
63,3828,4,6,10,13,13,145,15,5,11952,1.6,1431.0
63,3829,4,6,12,14,13,145,10,10,11900,2.02,2172.0
63,3830,4,6,9,10,10,145,11,8,12719,1.46,753.0
63,3831,4,5,11,11,13,145,10,5,14786,1.8,1273.0
63,3832,5,8,11,10,12,179,15,11,12194,1.8,1648.0
63,3833,4,5,11,8,10,73,10,4,13081,1.67,925.0
63,3834,4,6,8,10,11,63,10,10,13935,1.34,627.0
63,3835,4,4,8,8,8,112,10,4,16684,1.24,389.0
63,3836,4,8,11,10,12,145,10,11,11820,1.82,1744.0
63,3837,4,5,11,12,13,179,12,5,15115,1.79,1399.0
63,3838,4,6,10,11,14,145,10,4,12075,1.55,1107.0
63,3839,4,8,8,13,11,187,10,4,12888,1.41,875.0
63,3840,4,8,11,8,14,179,10,4,11768,1.84,1825.0
63,3841,4,6,9,8,13,145,10,10,12496,1.47,790.0
63,3842,4,5,10,12,13,145,11,4,12218,1.57,1149.0
63,3843,5,4,9,9,11,63,10,4,13980,1.37,391.0
63,3844,4,8,8,9,11,145,10,6,13062,1.42,817.0
63,3845,4,6,8,13,13,73,14,8,13571,1.38,1035.0
63,3846,4,4,8,14,13,145,10,11,15513,1.33,628.0
63,3847,4,6,11,14,10,179,10,4,12162,1.79,1532.0
63,3848,5,6,10,10,13,145,15,4,16922,1.63,1309.0
63,3849,4,4,11,13,8,145,11,4,14244,1.57,870.0
63,3850,4,6,10,13,10,145,15,4,12032,1.56,1307.0
63,3851,4,8,11,9,14,179,10,11,11673,1.84,1847.0
63,3852,4,4,8,12,13,63,10,4,14552,1.27,481.0
63,3853,4,5,11,13,14,145,10,11,12048,1.76,1293.0
63,3854,5,6,9,10,12,145,10,11,19116,1.53,733.0
63,3855,4,5,9,11,14,145,13,10,12689,1.46,777.0
63,3856,4,4,8,8,8,179,10,4,16961,1.25,399.0
63,3857,5,8,11,9,10,63,10,11,13292,1.84,1206.0
63,3858,5,6,8,9,13,63,13,4,14193,1.42,694.0
63,3859,5,4,9,10,13,145,10,11,14420,1.46,519.0
63,3860,5,5,10,12,11,63,10,4,13285,1.6,749.0
63,3861,5,4,9,8,14,145,10,4,14475,1.4,432.0
63,3862,4,6,8,10,10,145,10,5,21775,1.34,621.0
63,3863,5,5,8,12,13,145,10,4,13652,1.37,496.0
63,3864,4,6,11,9,10,145,15,4,11935,1.69,1508.0
63,3865,5,8,11,10,14,179,12,4,14910,1.89,1444.0
63,3866,4,5,10,12,12,145,10,11,16743,1.55,985.0
63,3867,5,4,8,12,8,63,10,4,29575,1.34,415.0
63,3868,4,6,8,13,11,145,10,4,13075,1.35,663.0
63,3869,4,8,10,13,14,145,19,5,12126,1.7,2318.0
63,3870,4,5,10,12,13,145,11,10,12207,1.57,1153.0
63,3871,4,5,10,10,13,145,10,10,12191,1.53,891.0
63,3872,4,6,9,14,14,145,10,4,12314,1.51,1008.0
64,3873,4,5,11,10,12,145,11,11,12024,1.72,1055.0
64,3874,4,8,11,8,10,179,12,8,11889,1.81,1638.0
64,3875,5,6,11,13,8,145,11,4,28961,1.8,1089.0
64,3876,4,4,10,10,12,112,11,4,17829,1.47,759.0
64,3877,5,5,11,10,12,179,10,4,12257,1.78,808.0
64,3878,4,8,11,10,13,145,15,11,14785,1.93,2385.0
64,3879,4,6,10,10,14,179,11,10,12191,1.59,1237.0
64,3880,5,6,8,10,14,102,18,4,12939,1.48,1299.0
64,3881,4,8,11,10,14,179,16,4,11658,1.98,2698.0
64,3882,4,8,10,10,13,145,12,11,12381,1.67,1672.0
64,3883,4,6,11,10,12,179,11,10,12198,1.76,1289.0
64,3884,4,6,9,8,13,183,11,4,12848,1.47,801.0
64,3885,5,4,8,9,10,63,10,4,14873,1.34,357.0
64,3886,4,6,11,13,13,187,10,5,15440,1.84,1610.0
64,3887,4,6,9,8,10,145,10,5,12657,1.46,698.0
64,3888,8,6,11,12,13,145,10,8,12483,1.98,1798.0
64,3889,4,6,8,13,14,145,10,5,13279,1.35,733.0
64,3890,4,8,8,8,13,145,10,5,12737,1.45,914.0
64,3891,5,6,9,13,14,145,10,4,12322,1.53,793.0
64,3892,4,8,8,13,8,63,10,10,14126,1.41,791.0
64,3893,5,8,9,8,12,179,12,4,19666,1.56,870.0
64,3894,4,4,11,10,9,176,11,4,13622,1.59,751.0
64,3895,5,6,11,14,10,145,10,4,12258,1.71,1080.0
64,3896,4,6,10,9,13,145,12,5,12219,1.54,1093.0
64,3897,5,6,9,13,14,145,10,5,12361,1.53,793.0
64,3898,4,5,10,8,13,145,19,4,12145,1.55,1464.0
64,3899,4,6,9,10,13,145,10,9,12610,1.46,796.0
64,3900,4,5,11,14,14,145,10,11,12026,1.83,1472.0
64,3901,4,4,9,10,13,145,12,8,14696,1.37,596.0
64,3902,4,8,11,8,12,179,11,4,11728,1.82,1729.0
64,3903,5,5,10,10,10,145,10,4,12492,1.57,753.0
64,3904,4,4,11,8,12,179,10,11,13631,1.61,793.0
64,3905,5,8,8,10,8,63,15,4,28020,1.47,1153.0
64,3906,5,5,9,9,11,145,10,4,13067,1.51,541.0
64,3907,5,4,8,13,14,63,10,5,14498,1.33,453.0
64,3908,5,5,11,9,10,185,17,11,12471,1.91,1558.0
64,3909,4,5,9,12,14,145,10,4,12607,1.49,816.0
64,3910,5,6,12,8,10,145,10,4,12373,1.95,1189.0
64,3911,4,4,8,12,8,63,10,10,15271,1.32,488.0
64,3912,4,4,8,12,14,179,10,11,15722,1.27,510.0
64,3913,4,8,11,10,8,63,11,4,13144,1.73,1467.0
64,3914,5,5,11,9,10,66,11,8,13291,1.69,726.0
64,3915,4,6,10,8,8,145,15,4,13031,1.53,1215.0
64,3916,5,4,8,9,10,63,10,5,15023,1.34,358.0
64,3917,5,6,8,10,10,66,10,11,14218,1.35,469.0
64,3918,5,4,8,12,8,132,10,4,29702,1.35,422.0
64,3919,4,6,8,10,14,145,10,5,13389,1.41,774.0
64,3920,4,4,11,12,13,187,10,4,15919,1.64,880.0
64,3921,8,4,9,9,13,63,10,9,14978,1.56,1189.0
64,3922,5,6,8,12,14,145,10,5,13085,1.43,603.0
64,3923,4,5,10,12,13,145,10,4,12075,1.55,1011.0
64,3924,4,5,10,10,14,145,13,4,12209,1.56,1128.0
64,3925,5,5,9,12,12,108,10,11,18029,1.51,619.0
64,3926,4,4,9,12,10,112,11,10,14810,1.34,546.0
64,3927,5,5,8,10,8,145,10,4,27824,1.34,403.0
64,3928,5,4,8,10,13,145,10,10,15813,1.33,394.0
64,3929,4,5,10,12,10,145,10,11,12377,1.55,934.0
64,3930,4,5,8,12,8,63,11,10,14973,1.36,542.0
64,3931,4,4,10,10,13,145,10,4,14125,1.45,724.0
64,3932,4,8,8,11,10,135,10,4,22399,1.41,816.0
64,3933,4,8,11,9,12,131,10,11,12100,1.82,1726.0
65,3934,4,4,11,8,10,63,10,8,13134,1.59,728.0
65,3935,5,5,8,9,10,145,11,4,13833,1.37,465.0
65,3936,4,5,11,13,13,179,10,6,15096,1.74,1253.0
65,3937,5,6,8,9,12,145,19,4,13409,1.37,1161.0
65,3938,8,4,8,8,10,63,10,11,30632,1.44,1093.0
65,3939,5,6,11,12,14,145,11,4,14921,1.86,1253.0
65,3940,4,8,12,10,9,72,10,4,12811,1.98,2477.0
65,3941,4,5,8,10,8,63,11,8,14914,1.32,504.0
65,3942,4,8,8,10,13,145,12,11,12801,1.42,956.0
65,3943,4,6,11,13,12,179,10,5,12086,1.83,1560.0
65,3944,4,6,9,8,14,145,10,5,12642,1.47,811.0
65,3945,5,6,11,10,14,145,10,4,15079,1.81,1020.0
65,3946,5,5,8,8,8,145,10,4,27586,1.39,413.0
65,3947,4,4,8,10,12,162,10,11,15637,1.33,487.0
65,3948,5,7,8,10,10,145,10,4,13447,1.42,569.0
65,3949,4,5,11,12,13,145,10,4,14951,1.79,1349.0
65,3950,4,8,9,8,14,179,10,11,12608,1.52,1099.0
65,3951,5,6,8,8,14,102,10,4,13336,1.42,547.0
65,3952,5,6,9,10,14,145,12,6,12606,1.55,814.0
65,3953,8,4,8,10,8,63,11,4,28530,1.42,1200.0
65,3954,5,5,8,10,14,145,11,5,13617,1.43,564.0
65,3955,4,5,11,13,10,145,10,8,11977,1.7,1130.0
65,3956,5,8,8,10,14,63,10,4,13610,1.48,739.0
65,3957,4,8,11,10,14,179,15,4,11692,1.94,2450.0
65,3958,4,4,10,10,10,145,11,4,14626,1.45,712.0
65,3959,4,8,11,12,14,179,11,4,11742,1.91,2186.0
65,3960,4,5,9,12,10,145,10,4,12638,1.43,659.0
65,3961,5,6,9,12,13,145,10,11,12399,1.53,746.0
65,3962,4,5,9,12,14,145,10,11,12648,1.49,818.0
65,3963,5,8,11,12,10,179,10,4,12361,1.88,1442.0
65,3964,4,4,8,12,13,63,10,5,14731,1.27,481.0
65,3965,4,5,10,9,13,145,15,5,12326,1.55,1333.0
65,3966,4,8,11,10,10,145,10,8,12093,1.81,1625.0
65,3967,4,6,10,9,10,145,19,5,12357,1.55,1564.0
65,3968,4,6,8,9,13,145,15,6,13028,1.46,1176.0
65,3969,4,8,11,13,10,145,11,4,11950,1.79,1699.0
65,3970,4,6,8,14,11,145,10,4,13093,1.35,746.0
65,3971,4,5,10,10,13,145,10,11,12105,1.53,891.0
65,3972,6,6,10,10,14,145,10,5,17000,1.63,815.0
65,3973,4,5,10,14,8,174,11,11,13101,1.53,1001.0
65,3974,5,6,9,11,14,145,13,11,12452,1.53,773.0
65,3975,5,5,8,10,10,145,15,4,13829,1.41,653.0
65,3976,4,6,10,8,12,145,10,4,16693,1.53,1007.0
65,3977,4,8,11,10,11,179,10,11,11905,1.82,1688.0
65,3978,4,4,8,12,12,63,15,4,14734,1.35,946.0
65,3979,7,8,8,10,10,178,16,4,29628,1.54,1502.0
65,3980,8,4,11,10,10,112,11,4,31174,1.84,1365.0
65,3981,5,6,8,14,8,145,11,4,29369,1.4,698.0
65,3982,8,7,10,9,11,173,19,4,28547,1.83,3923.0
65,3983,4,6,9,10,9,145,10,11,12875,1.44,692.0
65,3984,5,6,11,10,14,124,10,4,15020,1.81,1017.0
65,3985,4,4,8,10,8,145,11,5,16859,1.26,426.0
65,3986,5,6,8,10,8,102,12,4,29376,1.38,499.0
65,3987,5,4,8,8,14,63,10,4,14610,1.37,417.0
65,3988,4,6,11,13,8,145,10,5,12228,1.64,1242.0
65,3989,4,8,10,10,14,145,11,11,12273,1.68,1688.0
65,3990,4,5,11,10,13,145,10,10,14899,1.74,1069.0
65,3991,8,5,9,12,14,145,13,10,13996,1.61,1672.0
65,3992,5,6,10,11,14,145,10,4,12406,1.64,961.0
66,3993,4,6,8,9,13,145,11,5,12971,1.41,767.0
66,3994,4,6,10,8,13,145,19,6,12039,1.56,1648.0
66,3995,4,5,11,13,12,145,10,5,11984,1.73,1211.0
66,3996,5,8,8,10,13,179,10,4,13423,1.49,733.0
66,3997,5,6,11,11,10,145,10,4,12193,1.73,887.0
66,3998,4,6,9,14,9,145,10,8,12888,1.45,826.0
66,3999,5,5,9,8,11,145,20,5,13119,1.61,1544.0
66,4000,4,4,9,10,11,63,10,4,17524,1.4,533.0
66,4001,4,6,9,10,12,145,13,11,12216,1.45,866.0
66,4002,5,8,11,10,13,179,15,11,11973,1.81,1660.0
66,4003,5,4,11,12,14,63,10,11,15170,1.71,809.0
66,4004,5,6,11,14,10,157,10,4,12284,1.71,1081.0
66,4005,4,7,8,11,14,145,10,10,13385,1.45,888.0
66,4006,4,4,8,9,10,187,10,4,21919,1.29,414.0
66,4007,4,8,11,8,14,145,11,4,11928,1.85,1866.0
66,4008,4,6,11,13,12,179,11,4,12001,1.82,1533.0
66,4009,5,5,11,10,12,145,18,4,12277,1.88,1585.0
66,4010,4,8,8,10,10,179,12,11,22733,1.38,862.0
66,4011,4,6,10,12,10,145,10,10,12194,1.49,997.0
66,4012,5,5,11,13,10,140,10,4,12361,1.74,904.0
66,4013,4,6,10,10,13,145,18,11,12169,1.55,1571.0
66,4014,4,6,8,10,10,63,15,4,19136,1.39,1134.0
66,4015,5,6,9,12,13,145,10,4,12435,1.53,744.0
66,4016,4,5,10,10,14,145,11,11,12238,1.53,930.0
66,4017,4,8,11,10,11,179,12,11,11700,1.82,1737.0
66,4018,4,8,11,12,14,154,10,11,11777,1.85,1921.0
66,4019,4,8,11,10,13,179,12,5,14861,1.83,1857.0
66,4020,4,6,8,12,12,145,10,11,12903,1.39,687.0
66,4021,4,8,8,9,13,179,10,4,12789,1.46,970.0
66,4022,4,4,11,10,14,187,10,11,13072,1.65,869.0
66,4023,8,6,9,13,13,145,14,5,13233,1.66,1985.0
66,4024,4,6,11,13,14,90,11,6,12640,1.82,1614.0
66,4025,4,8,8,13,12,145,10,4,12607,1.41,917.0
66,4026,5,4,8,10,13,145,10,5,15647,1.33,393.0
66,4027,5,6,8,13,14,66,10,4,13976,1.45,640.0
66,4028,4,4,10,10,8,145,10,4,14932,1.43,633.0
66,4029,5,5,9,11,10,145,10,4,12845,1.43,520.0
66,4030,4,5,8,10,8,145,10,8,14948,1.35,508.0
66,4031,5,4,11,10,10,112,11,4,13750,1.61,589.0
66,4032,5,4,8,10,8,66,11,4,29419,1.29,367.0
66,4033,4,6,11,10,14,145,13,11,11734,1.77,1428.0
66,4034,8,6,12,14,14,80,10,12,13326,2.17,2216.0
66,4035,4,6,10,9,14,145,15,10,12095,1.58,1582.0
66,4036,5,6,9,11,13,145,10,5,12503,1.53,715.0
66,4037,4,4,11,13,8,112,10,4,14219,1.58,836.0
66,4038,5,6,8,10,14,145,11,5,13003,1.45,656.0
66,4039,5,6,8,12,10,132,10,4,13315,1.4,531.0
66,4040,5,6,9,8,14,145,10,11,12515,1.51,632.0
66,4041,5,4,10,10,14,63,10,10,13585,1.57,681.0
66,4042,4,8,11,10,10,145,11,4,12052,1.79,1626.0
66,4043,4,5,11,10,14,179,10,8,12136,1.74,1116.0
66,4044,4,4,8,14,8,63,10,10,15465,1.24,515.0
66,4045,4,8,8,10,12,132,10,11,12899,1.42,821.0
66,4046,5,6,11,12,14,179,10,4,15257,1.86,1229.0
66,4047,5,6,11,10,14,157,13,5,15230,1.85,1128.0
67,4048,5,8,8,12,10,176,10,11,13630,1.46,703.0
67,4049,4,4,11,10,10,187,11,8,12921,1.61,786.0
67,4050,5,6,10,8,8,145,15,4,29625,1.57,1124.0
67,4051,4,6,11,11,10,145,11,4,11998,1.69,1184.0
67,4052,4,6,9,11,8,145,11,5,14452,1.42,820.0
67,4053,5,4,8,10,13,63,10,4,14679,1.32,383.0
67,4054,5,5,8,12,13,179,10,4,13254,1.37,500.0
67,4055,4,5,10,12,13,145,10,11,12176,1.55,1013.0
67,4056,4,4,8,9,13,145,11,5,15616,1.34,508.0
67,4057,4,6,10,8,13,187,10,11,12354,1.54,1046.0
67,4058,5,5,11,10,13,179,10,11,12231,1.79,833.0
67,4059,4,6,9,9,14,145,16,11,12673,1.55,1390.0
67,4060,4,6,11,10,12,145,13,5,11901,1.76,1345.0
67,4061,4,6,10,12,13,145,10,11,11951,1.57,1202.0
67,4062,4,6,11,13,14,145,13,4,11818,1.87,1762.0
67,4063,4,5,10,10,14,63,10,10,13227,1.53,911.0
67,4064,4,6,10,12,12,145,10,11,16828,1.57,1168.0
67,4065,4,6,9,11,10,179,12,11,12855,1.45,851.0
67,4066,5,8,11,10,12,145,10,4,12169,1.85,1299.0
67,4067,4,6,12,10,14,145,10,5,13800,1.95,1843.0
67,4068,5,4,8,12,11,63,10,4,18482,1.37,439.0
67,4069,5,4,9,8,14,63,10,4,14343,1.39,422.0
67,4070,5,8,11,8,14,179,10,4,15155,1.88,1363.0
67,4071,5,5,9,8,10,112,10,10,13297,1.48,498.0
67,4072,4,8,11,8,12,63,13,4,12981,1.85,1980.0
67,4073,5,4,9,10,11,179,10,11,14079,1.42,472.0
67,4074,5,6,10,9,14,145,15,5,12439,1.64,1321.0
67,4075,4,6,9,8,13,145,10,11,12526,1.47,790.0
67,4076,4,8,11,10,12,179,11,11,11653,1.82,1750.0
67,4077,4,5,9,10,10,145,15,8,12637,1.51,1097.0
67,4078,4,4,11,9,13,63,15,4,14968,1.67,1264.0
67,4079,4,8,8,10,12,179,10,11,12787,1.42,826.0
67,4080,4,6,10,9,8,109,12,11,13201,1.51,941.0
67,4081,4,6,9,10,12,145,15,5,12599,1.47,1124.0
67,4082,5,5,8,10,13,145,12,10,13950,1.42,515.0
67,4083,4,6,10,12,14,102,10,4,12211,1.58,1235.0
67,4084,4,4,10,10,10,145,10,5,14450,1.45,673.0
67,4085,4,8,11,12,14,145,10,5,11877,1.85,1919.0
67,4086,4,6,8,9,13,102,12,4,12958,1.39,694.0
67,4087,5,6,10,10,14,145,15,5,12325,1.64,1330.0
67,4088,4,6,11,12,10,145,10,4,12007,1.69,1181.0
67,4089,4,6,8,14,12,145,11,11,13082,1.34,792.0
67,4090,5,5,10,10,14,66,10,4,13315,1.62,835.0
67,4091,5,4,8,12,8,145,11,4,29576,1.36,458.0
67,4092,5,8,8,8,8,147,10,4,30680,1.43,576.0
67,4093,4,6,10,10,13,145,11,8,11970,1.57,1192.0
68,4094,4,8,8,8,14,112,10,4,13312,1.45,940.0
68,4095,5,5,11,10,10,179,10,10,12362,1.7,738.0
68,4096,5,6,8,10,10,145,10,11,13204,1.36,479.0
68,4097,4,5,8,12,12,145,10,4,13339,1.37,587.0
68,4098,5,6,8,12,12,145,10,11,13361,1.43,595.0
68,4099,4,6,9,8,8,57,10,11,14478,1.41,685.0
68,4100,4,6,8,12,13,145,10,10,12995,1.39,697.0
68,4101,5,4,8,10,10,66,11,4,14753,1.31,393.0
